"","Depthm","T_degC","Salnty"
"19013",75,15.59,33.685
"329317",10,17.27,33.7
"101854",98,12.08,33.78
"569435",150,8.54,33.994
"371043",39,13.38,33.616
"725559",267,7.11,34.029
"786086",10,14.61,33.556
"280055",125,12.6,33.735
"746479",100,14.2,33.303
"213139",121,9.18,33.77
"123622",8,16.89,33.51
"859271",320,6.968,34.0729
"692896",70,10.49,33.675
"509542",200,8.7,33.967
"641500",1018,4.13,34.477
"368516",150,9.86,33.971
"281833",30,16.57,33.694
"429774",20,14.47,32.957
"863617",2,19.068,33.4466
"328394",10,13.75,33.563
"824566",55,10.91,33.436
"192904",284,8.09,34.34
"243181",0,16.5,33.68
"606095",22,9.87,33.389
"635436",57,10.19,33.712
"445843",1000,4.05,34.49
"297999",349,8.18,34.28
"264286",215,8.48,34.03
"289156",100,9.84,33.78
"804937",41,12.93,32.983
"350977",20,15.9,33.827
"237509",100,9.11,33.944
"525021",125,9.39,33.564
"482489",550,5.39,34.32
"353857",2,18.08,33.198
"245553",20,24.54,34.444
"471007",400,9.01,34.09
"119857",477,7.04,34.42
"463933",282,7.5,34.115
"126852",30,13.88,32.504
"591238",50,12.52,33.537
"836556",140,9.336,33.7408
"546117",154,10.97,33.561
"43633",1000,4.1,34.407
"822042",40,13.45,32.943
"419480",300,7.94,34.05
"786209",300,8.47,34.255
"824680",2,15.61,33.354
"458729",0,16.41,33.658
"177030",10,13.12,33.02
"382694",200,8.55,34.088
"745600",40,11.83,33.65
"225105",1,17.96,33.76
"794997",201,9.42,33.871
"19165",480,6.48,34.28
"307259",1200,3.09,34.485
"193033",150,10.43,33.905
"18179",1000,3.69,34.416
"690848",31,17.53,33.12
"26239",637,5.37,34.4
"372882",1600,2.71,34.571
"511528",950,4.1,34.47
"119595",125,9.11,33.454
"170371",100,17.87,34.349
"633368",200,8.19,34.023
"46687",1200,3.46,34.49
"397517",40,17.38,33.354
"479514",1400,3.15,34.603
"2294",100,10.5,32.979
"519977",95,10.67,33.678
"466716",1000,4.28,34.53
"716511",64,10.32,33.501
"394652",200,10.32,34.173
"231898",74,11.04,33.62
"374206",250,10.37,34.537
"256137",125,11.93,33.487
"311016",75,11.99,33.51
"345153",400,6.59,34.06
"784471",60,11.96,33.212
"598920",20,15.55,33.177
"453540",131,11.14,33.863
"152034",19,15.13,33.17
"302664",200,12.03,34.81
"862325",62,14.358,33.3095
"345345",442,5.94,34.156
"403554",200,8.47,34.03
"250941",418,6.23,34.22
"42331",1006,3.94,34.4
"654097",80,15.73,33.575
"602977",213,9.35,34.087
"734601",250,9.66,34.313
"319267",215,9.45,33.9
"706763",85,15.83,33.336
"272000",196,10.62,34.29
"252355",148,10.92,33.95
"345191",0,16.64,34.032
"138882",10,19.33,34.1
"300642",100,9.86,33.786
"190029",200,9.39,33.996
"455880",250,7.41,34.08
"228819",0,12.82,33.39
"382963",300,8.45,34.09
"574058",100,13.57,33.55
"458956",500,7.62,34.482
"102422",955,4.26,34.59
"673706",174,9.36,34.006
"344601",203,8.92,34.111
"466157",700,5.79,34.42
"713248",50,9.54,33.856
"130998",44,10.63,32.83
"351154",147,10.86,34.225
"27116",500,5.16,34.071
"54546",93,8.48,33.77
"309778",29,12.88,33.55
"803935",41,13.69,33.229
"843526",10,15.505,33.136
"643475",1,16.32,33.026
"222143",12,12.77,32.86
"344511",34,12.08,33.545
"214726",50,13.83,35.062
"716431",436,6.89,34.206
"768793",64,10.66,33.323
"508866",100,10.25,33.77
"723666",195,8.97,33.964
"568919",100,9.68,33.775
"557738",186,9.12,33.839
"365593",248,8.92,34.353
"206980",55,10.58,33.57
"522247",31,17.09,33.597
"191868",20,15.43,33.522
"308160",200,9.14,33.982
"794124",139,9.75,34.038
"816337",20,14.71,33.428
"690950",40,13.14,33.386
"3434",1000,3.72,34.457
"109422",150,12.11,34.54
"506692",40,14.34,33.44
"687276",14,14.11,32.959
"284528",229,11.34,34.64
"349054",250,7.71,34.153
"341370",534,4.81,34.042
"433184",10,21.85,34.12
"189094",250,10.98,34.673
"620807",0,12.39,33.192
"130551",20,13.22,33.3
"790858",318,6.62,34.076
"677948",99,10.04,33.61
"655426",150,9.17,33.927
"141138",0,18.34,34.08
"467289",475,4.94,34.068
"324232",39,18.41,33.4
"529665",203,7.76,34.027
"311633",20,15.42,33.584
"344277",250,7.06,34.012
"340281",50,16.54,33.304
"521888",138,10.2,33.784
"445211",50,11.28,33.58
"514495",0,17.15,33.407
"40020",75,10.74,32.939
"630067",100,11.1,33.703
"339736",137,11.58,33.975
"840673",140,9.24,33.7941
"326564",50,14.01,33.403
"712693",400,6.15,33.99
"496281",170,9.01,34
"727327",30,14.79,33.494
"493467",60,14.86,33.571
"200225",100,6.99,32.81
"694361",168,8.63,34.139
"656152",42,12.3,33.438
"777179",60,14.39,33.05
"788527",318,7.27,34.151
"130438",300,7.05,34.063
"290919",10,21.94,34.239
"38131",300,7.94,34.263
"164622",10,17.56,33.5
"429467",30,9.01,33.841
"807288",72,10.49,33.628
"606482",125,10.14,33.554
"749460",70,10.1,33.768
"62314",30,10.7,33.485
"30765",97,9.94,33.73
"2589",1121,3.18,34.42
"303157",0,20.56,34.61
"147230",9,14.36,33.4
"804108",100,14.7,33.489
"727571",150,8.58,33.979
"161257",525,5.58,34.11
"804673",75,11.26,33.397
"246246",237,11.74,34.69
"847577",516,5.986,34.2584
"567551",10,12.48,33.553
"502388",5,16.98,33.66
"502220",75,9.09,33.96
"435226",100,11.98,33.58
"487079",20,12.55,33.48
"123462",150,11.29,34.591
"14439",196,7.64,33.89
"492903",20,16.3,33.9
"429087",150,8.86,34.03
"770538",230,8.54,34.107
"482645",450,6.34,34.28
"403059",250,8.46,34.195
"173103",125,11.13,34.19
"329609",50,13.91,33.198
"628397",0,17.78,33.546
"583754",250,8.28,33.976
"739865",517,5.51,34.231
"746082",30,13.35,33.578
"811444",20,15.7,33.469
"804789",400,6.01,34.108
"287285",50,14.29,33.13
"682518",61,11.44,33.454
"764180",318,7.06,34.072
"19621",1108,3.59,34.49
"153056",1100,3.95,34.587
"677915",75,10.56,33.526
"363725",32,16.7,33.666
"476418",50,15.04,35.066
"607281",13,11.45,32.72
"315541",27,13.44,33.53
"853445",100,9.89,33.7918
"5568",78,9.54,33.06
"789033",27,16.78,33.114
"610754",80,11.52,33.099
"552629",200,8.94,33.945
"212133",10,15.62,33.9
"167556",19,14.7,33.47
"496515",400,7.27,34.33
"666241",50,18.16,33.1
"387024",300,8.3,34.02
"305801",300,7.04,34.147
"213692",158,8.83,33.91
"721081",50,14.84,33.379
"532397",135,8.67,33.952
"192059",600,6.1,34.502
"601357",469,6.98,34.267
"484080",225,9.51,34.28
"4396",30,16,33.837
"292861",10,17.5,33.684
"548229",30,13.87,33.578
"349098",143,9.22,34.073
"322072",100,9.82,33.75
"571845",125,9.59,33.714
"830464",380,7.56,34.265
"185159",125,9.45,33.776
"193376",551,6.15,34.42
"694512",500,5.87,34.21
"462980",150,7.89,33.465
"827352",125,9.85,33.87
"244217",217,8.64,33.99
"165742",0,18.68,33.56
"787770",199,9.04,33.923
"783920",199,8.53,33.956
"630142",700,5.19,34.381
"513118",48,12.62,33.408
"450326",150,9.27,34.07
"726903",85,15.25,33.723
"576902",300,7.08,34.165
"773768",0,16.57,33.444
"849368",170,9.168,33.6441
"168357",30,18.1,33.802
"850501",130,12.254,33.3506
"522018",358,7.02,34.115
"632099",10,18.78,33.769
"499013",1000,3.92,34.48
"649047",278,7.78,34.093
"625187",600,5.73,34.358
"326202",272,8.06,34.17
"826359",122,9.3,33.673
"385618",600,6.86,34.517
"842957",250,7.612,34.0008
"651255",0,17.31,33.318
"637974",119,8.97,34.067
"708110",2,18.97,33.54
"619402",85,14.08,33.324
"191701",359,8.98,34.6
"467425",480,5.51,34.155
"191141",181,8.64,33.81
"550597",300,7.99,34.215
"577597",20,15.89,32.884
"71212",99,15.7,33.46
"416333",1507,2.81,34.553
"283917",419,6.76,34.31
"750019",51,12.81,33.169
"265974",700,4.76,34.355
"614554",80,9.01,33.624
"443993",600,5.53,34.343
"155041",250,8.38,34.263
"698549",437,6.07,34.223
"708512",56,16.94,33.897
"642107",241,7.88,34.045
"37173",800,4.38,34.4
"196131",300,9,34.334
"716160",0,17.41,33.22
"169330",200,8.98,34.127
"735938",20,16.22,33.546
"327599",1600,2.76,34.606
"619384",250,7.8,34.11
"751374",20,15.45,33.316
"273511",118,12.76,33.62
"596930",87,9.81,33.545
"247973",398,6.53,34.14
"119269",200,7.9,33.999
"533",100,9.75,33.206
"428544",50,11.15,33.49
"825517",101,10.84,33.264
"759476",228,8.79,34.21
"372944",63,17.54,33.949
"781921",11,16.3,33.556
"419179",30,16.29,34.05
"779524",84,10.33,33.465
"834305",400,7.109,34.2865
"345693",500,6.14,34.326
"336952",200,8.29,33.953
"582907",1,11.14,33.575
"510945",600,5.59,34.36
"34179",492,5.83,34.2
"225608",184,9.64,34.03
"658087",496,5.57,34.172
"804047",139,10.68,33.489
"365182",280,9.95,34.559
"804019",232,8.29,34.003
"627991",75,12.27,33.31
"45795",20,14.11,33.065
"412270",180,7.7,33.991
"563644",300,7.19,34.144
"141488",30,14.77,33.498
"638043",30,10.72,33.902
"456142",150,10.28,33.44
"270390",250,8.04,34.017
"688873",84,14.36,33.298
"536873",125,11.28,33.16
"647620",100,10.67,33.435
"609357",300,7.39,34.014
"325213",20,22.68,34.129
"545222",20,12.28,33.73
"376027",1664,4.2,34.473
"350662",224,10.91,34.411
"92614",75,10.99,33.318
"407110",190,8.87,34.02
"706033",45,18.53,33.328
"539147",100,11.6,34.022
"604252",69,13.1,33.381
"756156",30,15.28,32.79
"263352",136,10.35,33.89
"779202",400,6.64,34.23
"570289",101,7.94,34.048
"386934",300,8.93,34.02
"583656",354,6.33,34.061
"101166",1173,3.57,34.66
"768853",60,13.52,33.044
"499245",450,6.29,34.19
"139010",90,12.86,33.9
"601303",31,14.22,33.289
"138571",98,14.94,34.42
"793731",75,10.95,33.654
"4674",250,8.04,33.949
"601627",543,5.23,34.275
"12867",20,20.1,33.897
"169630",600,5.16,34.325
"719978",300,7.15,34.021
"268398",125,9.86,33.612
"699871",20,18.95,33.343
"837647",60,10.324,33.7068
"611477",35,13.3,32.852
"854957",3,17.444,33.3068
"664314",75,15.75,33.24
"847009",300,7.355,34.0543
"756792",59,10.86,33.412
"165599",76,14.49,33.27
"226011",48,19,35.14
"117709",194,8.9,34.13
"399048",75,14.72,33.455
"50837",100,10.4,33.73
"43014",10,14.17,33.308
"576625",332,6.85,34.163
"237888",10,19.56,33.58
"511149",75,13.35,33.5
"561998",20,16.14,33.512
"628326",10,18.05,33.351
"233456",53,18.68,34.96
"745144",300,7.03,34.074
"134022",900,4.28,34.438
"10594",9,19.71,34.2
"55840",800,4.25,34.451
"739700",30,10.08,33.884
"274845",413,6.48,34.21
"601812",42,18.35,33.47
"357912",11,12.46,33.585
"303563",264,10.67,34.61
"648669",337,6.74,34.036
"414309",125,9.62,33.764
"362323",113,14.9,34.049
"819821",120,9.57,33.848
"602839",585,5.75,34.307
"426440",100,10.06,33.897
"189965",500,6.68,34.367
"764696",200,8.74,33.935
"684591",1,14.72,33.337
"233498",400,9.84,34.685
"696933",2,21.52,33.677
"327276",300,10.17,34.484
"64634",98,12.84,33.73
"428632",150,9.67,33.62
"485652",550,5.47,34.28
"535135",400,5.77,34.076
"703464",168,9.39,34.132
"533074",125,10.12,34.049
"754813",10,12.95,33.34
"144518",1142,3.67,34.57
"377024",96,9.57,33.926
"520574",100,10.45,33.664
"832221",100,12.122,33.248
"838939",442,7.366,34.2668
"508061",75,10.49,33.65
"716606",64,14.64,33.391
"357983",61,10.32,33.649
"849711",250,8.33,33.9585
"279585",116,12.58,33.58
"720129",75,11.58,33.472
"534009",250,9.56,34.373
"432837",30,18.68,33.41
"463867",379,7.57,34.227
"800071",202,8.88,33.955
"373628",204,8.99,33.919
"760971",10,16.36,33.021
"743238",150,9.54,33.485
"24309",125,12.96,33.64
"474968",75,16.69,35.39
"531567",100,17.39,33.905
"46396",50,12.38,33.522
"224603",590,7.06,34.58
"70231",583,5.06,34.29
"431314",10,18.46,33.56
"306250",80,11.05,33.58
"476447",69,14.16,35.01
"526307",148,11.1,33.536
"286556",269,8,33.96
"49174",68,15.31,33.46
"125191",53,11.61,32.88
"21667",20,13.62,32.281
"120825",75,11.01,33.245
"409152",75,14.92,33.45
"404591",100,10.45,33.83
"857287",79,14.173,33.1036
"138661",10,20.84,34.45
"742071",140,9.43,34.02
"330309",63,14.88,33.174
"372586",235,8.92,34.187
"802786",50,13.23,33
"471894",1000,3.78,34.5
"721000",377,6.77,34.157
"859240",250,7.988,34.0544
"54935",150,7.9,33.772
"298236",50,14.8,33.573
"481496",40,12.08,33.43
"635211",100,9.66,33.85
"317476",9,11.72,32.825
"159176",49,15.91,33.12
"62986",20,22.36,34.04
"500529",300,9.61,34.5
"664251",61,17.11,33.607
"353752",30,17.25,33.34
"713644",517,5.83,34.284
"547357",125,10,33.574
"569065",100,13.64,33.432
"269255",500,6.38,34.34
"500114",10,14.72,33.71
"85393",0,17.02,33.68
"101834",486,6.52,34.34
"780711",1,17.71,33.558
"194304",88,9.73,33.55
"436091",1,17.1,33.095
"5132",9,14.24,33.24
"210578",1000,4.46,34.549
"116270",596,5.99,34.38
"753939",150,9.69,34.034
"349694",29,16.16,33.781
"169419",43,11.66,33.31
"451742",10,20.68,34.61
"22032",200,6.87,33.86
"769935",375,7,34.196
"452878",382,6.71,34.178
"798623",125,11.03,33.35
"423666",150,9.22,33.73
"167179",205,8.25,34.02
"517131",400,7.39,34.267
"338438",210,7.66,34.131
"603619",229,8.28,34.023
"616766",43,16.76,33.108
"363794",56,15.26,33.576
"293078",200,8.37,34.1
"159543",500,7.2,34.296
"159692",30,13.43,33.37
"472879",1000,4.4,34.54
"211194",470,7.48,34.56
"159670",98,9.12,33.94
"470474",800,3.36,34.25
"210507",1000,4.43,34.537
"743802",199,8.34,34.002
"542225",175,9.6,33.918
"574811",576,5.48,34.297
"49079",151,12.59,33.6
"33654",10,10.58,32.72
"632164",500,6.55,34.308
"836544",20,13.379,33.4584
"238935",0,28.82,35.4
"600858",17,17.46,32.901
"706575",437,6.35,34.187
"730083",0,13.16,33.47
"582811",21,16.93,33.357
"774715",170,10.15,34.145
"21294",600,4.58,34.257
"658980",125,8.97,33.521
"168805",150,12.01,34.566
"788424",150,9.61,34.086
"463376",700,4.84,34.297
"582527",250,7.68,34.045
"165818",500,6.48,34.393
"506558",50,13.64,33.15
"180544",50,9.48,33.87
"73239",176,10.26,33.65
"820938",0,15.66,33.39
"609602",300,6.42,34.031
"539068",50,16.86,33.248
"574005",335,8.04,34.19
"303146",502,7.74,34.56
"803649",20,14.8,33.298
"210259",31,15.72,33.62
"139180",125,13.09,33.567
"245990",10,22.36,34.69
"588309",93,11.44,33.398
"707122",300,9.15,34.29
"537254",600,5.51,34.371
"43400",300,7.16,34.015
"787722",47,14.4,33.287
"693377",318,7.52,34.191
"143467",158,11.17,34.4
"32757",137,8.76,34.04
"533611",10,17.99,33.293
"587105",524,5.88,34.29
"435047",20,20.66,33.81
"367717",54,14.18,33.286
"46681",800,4.6,34.436
"122369",291,9.53,34.51
"412556",75,11.88,33.567
"98023",30,17.99,33.426
"315072",30,12.92,33.579
"112493",300,8.78,34.296
"827688",59,11.35,33.672
"427983",20,12.74,33.336
"606329",120,7.83,33.916
"729083",30,15.33,33.567
"848355",125,9.792,33.758
"286231",600,5.56,34.353
"108201",100,12.96,33.66
"593309",283,8.42,34.159
"325416",300,9.73,34.527
"495653",350,6.74,34.24
"736066",20,15.81,33.332
"435620",50,11.14,32.836
"738779",2,13.49,33.316
"706279",2,23.42,33.686
"116827",274,9.5,34.5
"331501",50,14.8,33.501
"730282",20,12.5,33.395
"266516",600,5.24,34.32
"1782",30,16.58,33.962
"683417",0,17.95,33.23
"427388",30,17.4,33.46
"376977",10,11.9,33.925
"759715",250,8.44,34.025
"512577",500,6.15,34.34
"744616",200,9.28,33.752
"15597",74,15.39,33.66
"116579",500,7.09,34.416
"147272",125,9.93,33.428
"346992",30,18.32,34.139
"768643",0,15.61,32.838
"830406",250,9.16,34.298
"817913",99,9.69,33.75
"514972",315,7.34,34.148
"284742",536,6.7,34.45
"170551",490,5.31,34.19
"350315",88,10.96,34.218
"663059",250,8.29,34.11
"293612",124,10.22,33.91
"782225",5,18.1,33.405
"552603",322,7.85,34.172
"358531",159,14.92,34.185
"793137",318,6.43,34.065
"597145",341,7.21,34.178
"719320",198,8.38,34.058
"848335",250,8.166,34.101
"691988",438,6.06,34.104
"204561",533,5.71,34.29
"704364",199,8.92,34.145
"690426",517,6.11,34.303
"514779",20,18.4,33.539
"235228",75,11.68,33.534
"338679",485,6.18,34.326
"429164",125,10.46,33.38
"595542",125,9.24,33.823
"232048",100,12.66,33.693
"496749",40,12.66,33.7
"810741",10,15.28,33.156
"673265",69,14.51,33.077
"354628",75,16.86,33.85
"580660",413,6.9,34.236
"757308",41,12.94,33.243
"660614",50,12.26,33.363
"228052",47,20.4,34.52
"303368",150,13.98,34.796
"841782",400,5.926,34.0894
"280704",12,21.26,34.61
"764979",10,19.37,32.857
"351278",125,9.75,34.076
"286423",40,16.4,33.6
"401273",140,9.61,33.871
"617504",25,18.5,33.306
"347136",357,7.94,34.326
"174818",29,14.54,33.37
"340341",150,8.68,33.902
"347587",165,9.81,33.707
"755408",200,7.81,34.074
"344921",353,6.36,33.971
"17157",100,11.18,33.243
"674262",150,9.37,33.615
"275259",400,6.62,34.14
"717424",110,10.66,33.663
"295787",250,10.38,34.541
"109137",100,15.34,34.51
"834353",60,10.706,33.5661
"821317",10,13.89,33.036
"458252",83,18.61,34.144
"601975",115,9.89,33.698
"611666",90,10.88,33.584
"539658",510,6.06,34.307
"188594",480,6.4,34.32
"3665",216,8.42,33.78
"412116",150,8.78,33.935
"662077",203,9.12,33.8
"672098",20,11.59,33.283
"729102",250,7.32,34.034
"771422",125,9.42,33.888
"464754",150,10.86,34.335
"282027",125,9.58,33.745
"668090",500,6.11,34.278
"424498",200,8.22,33.93
"458390",75,11.12,33.559
"571402",92,10.36,33.109
"52875",50,9.58,33.69
"710707",520,6,34.285
"313069",500,6.48,34.294
"91624",1000,3.62,34.518
"513786",117,9.84,33.649
"697762",125,11.11,33.472
"353014",505,5.82,34.174
"579882",500,5.62,34.225
"234517",8,22.03,34.05
"319768",0,16.1,33.68
"713060",84,12.22,33.411
"705844",168,9.44,34.128
"560865",400,6.25,34.079
"108311",145,11.14,33.78
"312101",30,16.16,33.751
"604513",69,11.53,33.561
"206248",50,14.1,34.45
"3959",125,11.46,34.017
"722192",41,12.17,33.601
"29049",300,6.83,33.982
"736639",400,6.85,34.1
"12378",8,17.11,33.51
"399842",219,8.54,34.14
"39022",23,15.54,33.46
"746718",250,8.04,34.2
"713320",50,12.52,32.893
"644411",73,11.3,33.383
"436952",100,10.43,33.53
"803489",270,8.12,34.21
"181939",554,6.26,34.42
"399572",155,10.48,34.034
"599568",180,9.03,33.836
"504415",250,7.71,34.01
"494994",30,11.69,33.64
"284849",112,12.78,34.59
"659968",158,10.64,33.372
"714421",75,10.72,33.801
"785355",1,14.34,33.575
"189418",0,18.92,34.07
"363588",31,16.5,33.52
"413269",500,6.15,34.29
"245588",51,24.12,34.69
"586523",500,6.31,34.323
"800958",10,13.18,33.333
"764311",0,14.41,33.45
"4154",344,8.85,34.38
"472837",600,6.76,34.51
"480448",0,16.59,33.571
"283310",75,17.49,33.752
"848190",380,6.654,34.1297
"101927",292,8.1,34.32
"381090",75,10.14,33.511
"432080",400,8.05,34.035
"602565",180,9.34,33.782
"670326",454,6.08,34.165
"788636",50,15.45,33.525
"131828",300,8.83,34.295
"794396",20,15.69,33.345
"324643",0,21.15,33.72
"235694",0,15.76,33.55
"169028",30,15.49,33.362
"177973",658,5.7,34.42
"684497",516,6.17,34.3
"390944",134,13.71,34.469
"462329",700,5.61,34.45
"539761",250,9.07,34.186
"39801",1051,3.77,34.51
"249361",100,8.96,33.382
"661286",124,9.62,33.555
"795764",300,7.29,34.169
"93123",700,5.23,34.504
"31670",109,10.86,33.84
"639291",20,16.54,33.527
"452401",50,14.15,33.525
"213339",151,8.99,33.95
"198365",1,13.09,33.74
"836883",70,12.558,33.1385
"283621",121,9.84,33.66
"707174",69,14.26,33.357
"312176",75,9.66,33.87
"862536",140,8.96,34.0319
"512279",250,7.92,34.09
"57160",152,9.77,34.14
"777013",60,11.48,33.582
"408273",150,8.56,33.92
"507704",20,16.88,33.63
"351274",80,9.82,33.819
"660471",0,14.9,33.29
"658702",392,6.74,34.15
"98631",333,8.96,34.52
"200256",1800,2.06,34.621
"303769",616,6.4,34.51
"646110",30,16.22,33.565
"183017",100,9.2,33.667
"739728",268,7.68,34.136
"756332",16,16.17,33.18
"636939",121,14.25,33.568
"746634",30,13.74,33.327
"141276",75,12.99,33.42
"120654",285,7.26,34.11
"696328",125,9.4,33.865
"162333",20,13.4,33.343
"117631",600,5.53,34.349
"572021",0,12.42,33.167
"673334",125,14.42,33.572
"398956",75,11.2,33.561
"42558",400,6.62,34.251
"342727",200,9.81,34.273
"597423",150,9.34,34.062
"465988",150,11.01,33.74
"306728",500,5.45,34.217
"442323",300,8.05,34.236
"120749",939,3.97,34.46
"228708",188,13.1,35.03
"499407",600,5.41,34.34
"58925",300,7.54,33.987
"4428",65,14.35,33.64
"573468",200,9.98,33.86
"712256",75,14.51,33.215
"494398",40,10.85,33.76
"52498",75,9.23,32.738
"115495",155,10.22,33.56
"251347",90,8.74,33.45
"201609",64,18.8,34.52
"737482",0,15.01,33.26
"138781",500,7.09,34.424
"826676",231,8.12,34.101
"302546",176,12.18,34.72
"203589",50,23.01,34.733
"813249",0,16.08,33.289
"561244",20,14.25,33.354
"522695",214,9.21,34.14
"627786",50,13.69,33.287
"824698",125,9.2,33.951
"860384",88,13.208,33.4195
"24005",30,13.71,32.985
"601518",210,8.63,34.101
"864476",3,19.067,33.4278
"30288",50,11.01,33.159
"398996",162,9.68,33.943
"821212",380,6.95,34.247
"332368",513,6.99,34.419
"2522",892,3.74,34.31
"397247",83,10.22,33.8
"566527",419,6.19,34.191
"345156",500,5.73,34.17
"419962",300,6.97,34.01
"201072",683,4.99,34.33
"65096",725,5.04,34.42
"61792",125,8.57,33.758
"756052",700,4.94,34.306
"579340",50,13.72,33.531
"604551",42,13.75,33.4
"431161",20,19.51,33.63
"473002",31,19.15,34.481
"301152",250,8.56,34.201
"553944",241,8.09,34.064
"58802",318,7.2,33.95
"587878",88,14.35,33.346
"110245",94,12.33,33.41
"516029",300,7.01,34.053
"651837",100,10.87,33.249
"488783",100,12.47,33.94
"771568",319,8.46,34.171
"182563",20,17.94,33.375
"698465",71,11.43,33.531
"110958",574,5.82,34.36
"121863",125,12.5,33.39
"403669",50,11.05,33.35
"678483",318,6.93,34.041
"514497",20,16.61,33.404
"368317",152,9.68,33.961
"606442",63,9.91,32.902
"109847",200,10.28,34.198
"6481",49,9.72,32.84
"177328",10,12.85,33.49
"672487",200,8.74,33.703
"698994",30,11.75,33.645
"750125",121,10.07,33.854
"243557",100,10.78,33.597
"756890",138,9.21,34.135
"261690",99,16.68,34.31
"210235",71,10.48,33.5
"150888",80,11.68,32.99
"381337",407,6.94,34.004
"674282",50,15.17,33.133
"1475",42,12.72,33.44
"365263",90,12.2,34.418
"312633",250,7.78,34.145
"112574",10,14.74,33.37
"694990",42,11.9,33.243
"803556",71,11.52,32.996
"144771",602,5.42,34.39
"366133",400,8.13,34.344
"735990",300,7.08,34.026
"823395",60,11.41,33.396
"584964",20,17.1,33.453
"273553",304,9.26,34.42
"203710",451,7.21,34.32
"788092",0,14.51,33.29
"10318",1100,3.81,34.488
"779975",400,6.36,34.063
"582145",152,9.55,33.909
"200677",0,20.75,34.17
"545691",40,12.87,33.646
"544298",149,8.8,33.919
"260730",415,7.05,34.36
"6701",250,6.68,33.846
"382476",150,8.53,34
"328502",20,13.51,33.448
"729932",10,12.7,33.599
"37736",0,18.15,34.19
"695057",75,14.97,33.157
"388009",200,10.7,33.85
"304036",101,13.38,33.96
"850708",39,15.218,33.2235
"211440",20,19.02,34.315
"601411",155,9.32,33.892
"207734",200,7.73,34.024
"121895",250,8.44,34.021
"188933",20,12.16,33.224
"698183",56,12.55,33.223
"332251",20,16.56,33.579
"802875",75,9.61,33.641
"27309",9,14.02,32.95
"278075",125,10.34,33.469
"382062",125,17.07,34.4
"377676",50,9.43,33.814
"595607",0,14.77,33.267
"486640",0,12.34,33.54
"293512",66,12.03,33.56
"114642",19,12.21,33.28
"14212",20,16.91,32.857
"594572",12,14.8,33.257
"181094",800,4.4,34.392
"819825",170,8.82,34.079
"767694",44,19.42,33.434
"568508",169,10.03,33.845
"316060",39,13.85,33.4
"341988",410,6.88,34.295
"770806",100,9.25,33.59
"707431",45,16.67,33.28
"588357",364,6.02,34.059
"268052",125,10.43,33.374
"765539",20,14.56,33.218
"601077",539,5.51,34.212
"652818",61,14.59,33.479
"190194",100,11.2,34.026
"443034",659,5.16,34.343
"458424",125,10.6,33.363
"291487",90,16.88,33.89
"292004",109,11.66,34.19
"329344",485,6.71,34.318
"322363",200,8.7,33.95
"9565",400,6.86,34.266
"215139",125,12.44,34.77
"403992",500,5.94,34.24
"225690",30,12.74,33.415
"168341",400,7.77,34.323
"410622",135,11.45,33.415
"565217",31,13.53,33.526
"663460",75,12.3,32.938
"474999",250,14.31,35.26
"843823",30,15.363,33.5193
"760850",74,13.86,32.871
"478449",734,11.14,34.825
"353194",247,7.9,33.979
"108288",469,7.2,34.52
"590599",150,9.44,33.954
"458055",400,6.79,34.134
"378624",50,16,33.768
"296099",400,7.64,34.4
"854880",200,9.783,33.9755
"365417",37,12.91,33.623
"206755",8,17.22,33.68
"554815",150,9.64,33.799
"387290",75,14,33.319
"759391",0,19.44,33.35
"164715",40,18.66,33.57
"176975",0,11.85,33
"772901",60,16.6,33.111
"570886",10,15.47,33.443
"268857",500,5.81,34.307
"208784",20,15.41,33.655
"327537",219,11.46,34.57
"771895",56,13.86,33.079
"46332",100,9.3,33.809
"246730",66,20.23,34.6
"773046",500,6.38,34.3
"487777",450,6.86,34.33
"136300",150,10.18,34.06
"770515",15,15.15,32.995
"241623",125,11.48,33.52
"786460",85,15.88,33.519
"748318",75,13.19,32.939
"234078",125,12.46,34.416
"327430",1589,2.88,34.602
"687929",163,12.41,33.665
"639408",250,8.28,34.15
"714469",14,16.58,33.121
"725202",11,16.94,33.671
"786449",0,15.87,33.51
"819008",75,11.54,33.081
"839666",250,8.644,34.2232
"188871",107,9.35,33.44
"300830",250,7.42,34.212
"387861",30,17.99,33.594
"516491",100,9.65,33.492
"327311",500,7.12,34.393
"429459",300,8.16,33.98
"538163",209,9.04,33.807
"440454",200,9.52,34.19
"149962",100,12.12,33.697
"677172",513,5.53,34.14
"803245",513,5.71,34.229
"831744",31,16.039,33.4891
"809895",200,8.34,34.025
"847797",100,9.991,33.5125
"171766",61,15.38,34.17
"692636",111,10.91,33.465
"109914",500,6.74,34.36
"598507",100,10.64,33.595
"184047",200,9.81,33.579
"442657",200,7.83,33.99
"813455",39,12.01,32.864
"578849",568,5.69,34.329
"611121",300,7.2,34.058
"710230",0,15.09,33.19
"292676",10,17.08,33.599
"305250",194,8.3,34
"828842",120,9.81,34.106
"662831",200,9.26,33.929
"325494",10,17.58,33.66
"821045",20,13.5,33.417
"125395",75,8.58,33.389
"363636",2232,1.92,34.653
"157553",45,14.61,33.37
"202960",125,8.55,33.994
"658930",2,16.86,33.11
"763758",125,9.5,34.038
"66192",800,4.21,34.427
"505655",500,6.19,34.37
"834921",112,11.953,33.2736
"769045",250,8.61,34.155
